PZN;ENR;Bearbeitungsnummer;Referenzierte Erstmeldung;Meldungsart;Beginn;Ende;Datum der letzten Meldung;Art des Grundes;Arzneimittlbezeichnung;Atc Code;Wirkstoffe;Krankenhausrelevant;Zulassungsinhaber;Telefon;E-Mail;Grund;Anm. zum Grund;Alternativpräparat;Datum der Erstmeldung;Info an Fachkreise;Darreichungsform;klassifikation
04421684;0063207;LE2026000994;LE2025002593;Änderungsmeldung;15.07.2025;01.09.2026;16.03.2026;Produktionsproblem;Skid 50 mg;J01AA08;Minocyclinhydrochlorid-Dihydrat (Ph.Eur.);nein;Winthrop Arzneimittel GmbH;0800 53 53 010;MedInfo.DE@zentiva.com;Sonstige;Anpassung des Herstellungsprozesses ;N/A;25.07.2025;Vorgesehen;Filmtablette;verskri (auch versrel)
04421690;0063207;LE2026000994;LE2025002593;Änderungsmeldung;15.07.2025;01.09.2026;16.03.2026;Produktionsproblem;Skid 50 mg;J01AA08;Minocyclinhydrochlorid-Dihydrat (Ph.Eur.);nein;Winthrop Arzneimittel GmbH;0800 53 53 010;MedInfo.DE@zentiva.com;Sonstige;Anpassung des Herstellungsprozesses ;N/A;25.07.2025;Vorgesehen;Filmtablette;verskri (auch versrel)
04421709;0063207;LE2026000994;LE2025002593;Änderungsmeldung;15.07.2025;01.09.2026;16.03.2026;Produktionsproblem;Skid 50 mg;J01AA08;Minocyclinhydrochlorid-Dihydrat (Ph.Eur.);nein;Winthrop Arzneimittel GmbH;0800 53 53 010;MedInfo.DE@zentiva.com;Sonstige;Anpassung des Herstellungsprozesses ;N/A;25.07.2025;Vorgesehen;Filmtablette;verskri (auch versrel)
14313642;2202260;LE2026000991;LE2025003859;Änderungsmeldung;01.10.2025;13.06.2026;16.03.2026;Produktionsproblem;Aprepitant Zentiva 80 mg und 125 mg Hartkapseln;A04AD12;Aprepitant;nein;Zentiva Pharma GmbH;N/A;MedInfo.DE@zentiva.com;Probleme in der Herstellung;Notwendige Variations wurden dem Zulassungsinhaber vom Lohnhersteller nicht rechtzeitig angekündigt.;N/A;03.11.2025;Vorgesehen;Hartkapsel,Hartkapsel;versrel
14375548;2200378;LE2026000973;LE2025003235;Änderungsmeldung;01.09.2025;08.06.2026;13.03.2026;Sonstige;Atomoxetin PUREN 10 mg Hartkapseln;N06BA09;Atomoxetinhydrochlorid;ja;PUREN Pharma GmbH & Co. KG;N/A;ATsiboukis@puren-pharma.de;Unzureichende Produktionskapazitäten;Andere Stärken wurden zuerst priorisiert;N/A;11.09.2025;Vorgesehen;Hartkapsel;weder versrel noch verskri
11192037;2195201;LE2026000970;LE2025000402;Änderungsmeldung;14.12.2024;31.05.2026;13.03.2026;Produktionsproblem;Quetiapin - 1 A Pharma 150 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;1 A Pharma GmbH;N/A;info@1apharma.com;Probleme in der Herstellung;N/A;N/A;03.02.2025;Vorgesehen;Retardtablette;weder versrel noch verskri
11192043;2195201;LE2026000970;LE2025000402;Änderungsmeldung;14.12.2024;31.05.2026;13.03.2026;Produktionsproblem;Quetiapin - 1 A Pharma 150 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;1 A Pharma GmbH;N/A;info@1apharma.com;Probleme in der Herstellung;N/A;N/A;03.02.2025;Vorgesehen;Retardtablette;weder versrel noch verskri
11192066;2195201;LE2026000970;LE2025000402;Änderungsmeldung;14.12.2024;31.05.2026;13.03.2026;Produktionsproblem;Quetiapin - 1 A Pharma 150 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;1 A Pharma GmbH;N/A;info@1apharma.com;Probleme in der Herstellung;N/A;N/A;03.02.2025;Vorgesehen;Retardtablette;weder versrel noch verskri
16396342;2205267;LE2026000968;LE2024003787;Änderungsmeldung;25.11.2025;31.05.2026;13.03.2026;Sonstige;Levetiracetam - 1 A Pharma 1500 mg Filmtabletten;N03AX14;Levetiracetam;nein;1 A Pharma GmbH;N/A;info@1apharma.com;Sonstige;N/A;N/A;15.10.2024;Vorgesehen;Filmtablette;weder versrel noch verskri
07332863;2169099;LE2026000962;LE2025003442;Änderungsmeldung;15.10.2025;30.06.2026;12.03.2026;Produktionsproblem;Bendarelbin 10 mg/ml Konzentrat zur Herstellung einer Infusionslösung;L01CA04;Vinorelbintartrat;nein;Bendalis GmbH;089450808780;sales@bendalis.com;Probleme in der Herstellung;Die Lieferung der Fertigarzneimittelcharge verzögert sich vom Hersteller um 4 Wochen.;Vinorelbin Aurobindo 10 mg/ml Konzentrat zur Herstellung einer Infusionslösung - Einreichungsnummer: 2169098;01.10.2025;Nein;Konzentrat zur Herstellung einer Infusionslösung;versrel
04913803;0801728;LE2026000960;N/A;Erstmeldung;01.06.2026;01.03.2027;12.03.2026;Produktionsproblem;Dontisolon D Mundheilpaste;A01AC54;Prednisolonacetat;nein;SEPTODONT GmbH;+41765055586;sasa.pavlovic@cencora.com;Herstellerwechsel;N/A;N/A;12.03.2026;Vorgesehen;Paste;versrel
04913826;0801728;LE2026000960;N/A;Erstmeldung;01.06.2026;01.03.2027;12.03.2026;Produktionsproblem;Dontisolon D Mundheilpaste;A01AC54;Prednisolonacetat;nein;SEPTODONT GmbH;+41765055586;sasa.pavlovic@cencora.com;Herstellerwechsel;N/A;N/A;12.03.2026;Vorgesehen;Paste;versrel
04913795;0801705;LE2026000959;N/A;Erstmeldung;01.07.2026;01.03.2027;12.03.2026;Produktionsproblem;Dontisolon D Zylinderampullen;A01AC54;Prednisolon;nein;SEPTODONT GmbH;+41765055586;sasa.pavlovic@cencora.com;Herstellerwechsel;N/A;N/A;12.03.2026;Vorgesehen;Salbe;versrel
03884844;2122255;LE2026000958;N/A;Erstmeldung;09.03.2026;15.09.2026;12.03.2026;Produktionsproblem;Clomifen-ratiopharm 50mg Tabletten;G03GB;Clomifencitrat;nein;ratiopharm GmbH;N/A;info@ratiopharm.de;Probleme in der Herstellung;N/A;N/A;12.03.2026;Vorgesehen;Tablette;verskri (auch versrel)
10985801;2188346;LE2026000949;LE2026000226;Änderungsmeldung;01.12.2025;04.10.2026;11.03.2026;Produktionsproblem;Vagantin RIEMSER;D11AA;Methantheliniumbromid;nein;Dermapharm Aktiengesellschaft;089641860;service@dermapharm.de;Probleme in der Herstellung;N/A;N/A;19.01.2026;Nein;überzogene Tablette;weder versrel noch verskri
10985818;2188346;LE2026000949;LE2026000226;Änderungsmeldung;01.12.2025;04.10.2026;11.03.2026;Produktionsproblem;Vagantin RIEMSER;D11AA;Methantheliniumbromid;nein;Dermapharm Aktiengesellschaft;089641860;service@dermapharm.de;Probleme in der Herstellung;N/A;N/A;19.01.2026;Nein;überzogene Tablette;weder versrel noch verskri
10985824;2188346;LE2026000949;LE2026000226;Änderungsmeldung;01.12.2025;04.10.2026;11.03.2026;Produktionsproblem;Vagantin RIEMSER;D11AA;Methantheliniumbromid;nein;Dermapharm Aktiengesellschaft;089641860;service@dermapharm.de;Probleme in der Herstellung;N/A;N/A;19.01.2026;Nein;überzogene Tablette;weder versrel noch verskri
13350569;2197411;LE2026000945;LE2025004313;Änderungsmeldung;01.12.2025;28.05.2026;11.03.2026;Sonstige;Everolimus-ratiopharm 2,5 mg Tabletten;L01EG02;Everolimus;nein;ratiopharm GmbH;N/A;info@ratiopharm.de;Erhöhte Nachfrage;N/A;N/A;03.12.2025;Vorgesehen;Tablette;versrel
09722686;3001058;LE2026000944;LE2025003210;Änderungsmeldung;04.09.2025;30.04.2026;11.03.2026;Produktionsproblem;Clonidin-ratiopharm 75;C02AC01;Clonidinhydrochlorid;nein;ratiopharm GmbH;N/A;info@ratiopharm.de;Probleme in der Herstellung;N/A;N/A;09.09.2025;Vorgesehen;Tablette;versrel
09722692;3001058;LE2026000944;LE2025003210;Änderungsmeldung;04.09.2025;30.04.2026;11.03.2026;Produktionsproblem;Clonidin-ratiopharm 75;C02AC01;Clonidinhydrochlorid;nein;ratiopharm GmbH;N/A;info@ratiopharm.de;Probleme in der Herstellung;N/A;N/A;09.09.2025;Vorgesehen;Tablette;versrel
09722723;2107470;LE2026000943;LE2025003211;Änderungsmeldung;04.09.2025;30.04.2026;11.03.2026;Produktionsproblem;Clonidin-ratiopharm 150;C02AC01;Clonidinhydrochlorid;nein;ratiopharm GmbH;N/A;info@ratiopharm.de;Probleme in der Herstellung;N/A;N/A;09.09.2025;Vorgesehen;Tablette;versrel
09722746;2107470;LE2026000943;LE2025003211;Änderungsmeldung;04.09.2025;30.04.2026;11.03.2026;Produktionsproblem;Clonidin-ratiopharm 150;C02AC01;Clonidinhydrochlorid;nein;ratiopharm GmbH;N/A;info@ratiopharm.de;Probleme in der Herstellung;N/A;N/A;09.09.2025;Vorgesehen;Tablette;versrel
09722752;2107471;LE2026000942;LE2025003212;Änderungsmeldung;03.09.2025;30.04.2026;11.03.2026;Produktionsproblem;Clonidin-ratiopharm 300;C02AC01;Clonidinhydrochlorid;nein;ratiopharm GmbH;N/A;info@ratiopharm.de;Probleme in der Herstellung;N/A;N/A;09.09.2025;Vorgesehen;Tablette;versrel
09722769;2107471;LE2026000942;LE2025003212;Änderungsmeldung;03.09.2025;30.04.2026;11.03.2026;Produktionsproblem;Clonidin-ratiopharm 300;C02AC01;Clonidinhydrochlorid;nein;ratiopharm GmbH;N/A;info@ratiopharm.de;Probleme in der Herstellung;N/A;N/A;09.09.2025;Vorgesehen;Tablette;versrel
09722775;2107471;LE2026000942;LE2025003212;Änderungsmeldung;03.09.2025;30.04.2026;11.03.2026;Produktionsproblem;Clonidin-ratiopharm 300;C02AC01;Clonidinhydrochlorid;nein;ratiopharm GmbH;N/A;info@ratiopharm.de;Probleme in der Herstellung;N/A;N/A;09.09.2025;Vorgesehen;Tablette;versrel
01268325;0073275;LE2026000941;LE2025001986;Änderungsmeldung;11.06.2025;01.06.2026;11.03.2026;Sonstige;Calcium-EAP;A12AA;(2-Aminoethyl)dihydrogenphosphat-Calciumsalz (1:1);nein;Dr. Franz Köhler Chemie GmbH;062511083373;i.lulovic@koehler-chemie.de;Sonstige;Die Qualitätskontrolle ist zum aktuellen Zeitpunkt nicht abschließend möglich.;Calciumgluconat B.Braun 10% Injektionslösung - Einreichungsnummer: 0697892;12.06.2025;Vorgesehen;Injektionslösung;weder versrel noch verskri
01268331;0073275;LE2026000941;LE2025001986;Änderungsmeldung;11.06.2025;01.06.2026;11.03.2026;Sonstige;Calcium-EAP;A12AA;(2-Aminoethyl)dihydrogenphosphat-Calciumsalz (1:1);nein;Dr. Franz Köhler Chemie GmbH;062511083373;i.lulovic@koehler-chemie.de;Sonstige;Die Qualitätskontrolle ist zum aktuellen Zeitpunkt nicht abschließend möglich.;Calciumgluconat B.Braun 10% Injektionslösung - Einreichungsnummer: 0697892;12.06.2025;Vorgesehen;Injektionslösung;weder versrel noch verskri
10815163;2708131;LE2026000938;LE2025004287;Änderungsmeldung;17.10.2025;30.06.2026;10.03.2026;Sonstige;NexoBrid;D03BA03;Ananasstamm-Bromelaine;ja;MediWound Germany GmbH;+49 171 31 576 98;Sofia.Ortlepp@diapharm.de;Unzureichende Produktionskapazitäten;N/A;N/A;02.12.2025;Vorgesehen;Pulver,Gel;weder versrel noch verskri
13156672;2192217;LE2026000937;LE2025000975;Änderungsmeldung;22.04.2025;29.05.2026;10.03.2026;Produktionsproblem;Ezetimib Glenmark 10 mg Tabletten;C10AX09;Ezetimib;nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme in der Herstellung;N/A;N/A;21.03.2025;Nein;Tablette;versrel
13156689;2192217;LE2026000937;LE2025000975;Änderungsmeldung;22.04.2025;29.05.2026;10.03.2026;Produktionsproblem;Ezetimib Glenmark 10 mg Tabletten;C10AX09;Ezetimib;nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme in der Herstellung;N/A;N/A;21.03.2025;Nein;Tablette;versrel
13156703;2192217;LE2026000937;LE2025000975;Änderungsmeldung;22.04.2025;29.05.2026;10.03.2026;Produktionsproblem;Ezetimib Glenmark 10 mg Tabletten;C10AX09;Ezetimib;nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme in der Herstellung;N/A;N/A;21.03.2025;Nein;Tablette;versrel
14266144;2200583;LE2026000936;LE2024000842;Änderungsmeldung;29.01.2024;31.07.2026;10.03.2026;Produktionsproblem;Ezetimib/Simvastatin Glenmark 10 mg/80 mg Tabletten;C10BA02;"Ezetimib; Simvastatin";nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme in der Herstellung;N/A;N/A;26.02.2024;Nein;Tablette;weder versrel noch verskri
14266262;2200583;LE2026000936;LE2024000842;Änderungsmeldung;29.01.2024;31.07.2026;10.03.2026;Produktionsproblem;Ezetimib/Simvastatin Glenmark 10 mg/80 mg Tabletten;C10BA02;"Ezetimib; Simvastatin";nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme in der Herstellung;N/A;N/A;26.02.2024;Nein;Tablette;weder versrel noch verskri
14266210;2200582;LE2026000935;LE2025000128;Änderungsmeldung;19.12.2024;31.07.2026;10.03.2026;Produktionsproblem;Ezetimib/Simvastatin Glenmark 10 mg/40 mg Tabletten;C10BA02;"Ezetimib; Simvastatin";nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme in der Herstellung;N/A;N/A;10.01.2025;Nein;Tablette;weder versrel noch verskri
14266227;2200582;LE2026000935;LE2025000128;Änderungsmeldung;19.12.2024;31.07.2026;10.03.2026;Produktionsproblem;Ezetimib/Simvastatin Glenmark 10 mg/40 mg Tabletten;C10BA02;"Ezetimib; Simvastatin";nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme in der Herstellung;N/A;N/A;10.01.2025;Nein;Tablette;weder versrel noch verskri
14266233;2200582;LE2026000935;LE2025000128;Änderungsmeldung;19.12.2024;31.07.2026;10.03.2026;Produktionsproblem;Ezetimib/Simvastatin Glenmark 10 mg/40 mg Tabletten;C10BA02;"Ezetimib; Simvastatin";nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme in der Herstellung;N/A;N/A;10.01.2025;Nein;Tablette;weder versrel noch verskri
14266173;2200581;LE2026000933;LE2025002888;Änderungsmeldung;31.07.2025;31.07.2026;10.03.2026;Produktionsproblem;Ezetimib/Simvastatin Glenmark 10 mg/20 mg Tabletten;C10BA02;"Ezetimib; Simvastatin";nein;Glenmark Arzneimittel GmbH;N/A;service.de@glenmarkpharma.com;Probleme in der Herstellung;N/A;N/A;12.08.2025;Nein;Tablette;weder versrel noch verskri
14266196;2200581;LE2026000933;LE2025002888;Änderungsmeldung;31.07.2025;31.07.2026;10.03.2026;Produktionsproblem;Ezetimib/Simvastatin Glenmark 10 mg/20 mg Tabletten;C10BA02;"Ezetimib; Simvastatin";nein;Glenmark Arzneimittel GmbH;N/A;service.de@glenmarkpharma.com;Probleme in der Herstellung;N/A;N/A;12.08.2025;Nein;Tablette;weder versrel noch verskri
14266204;2200581;LE2026000933;LE2025002888;Änderungsmeldung;31.07.2025;31.07.2026;10.03.2026;Produktionsproblem;Ezetimib/Simvastatin Glenmark 10 mg/20 mg Tabletten;C10BA02;"Ezetimib; Simvastatin";nein;Glenmark Arzneimittel GmbH;N/A;service.de@glenmarkpharma.com;Probleme in der Herstellung;N/A;N/A;12.08.2025;Nein;Tablette;weder versrel noch verskri
16031468;2202515;LE2026000931;LE2026000298;Änderungsmeldung;08.12.2025;31.07.2026;10.03.2026;Produktionsproblem;Quetiapin Glenmark 50 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme in der Herstellung;N/A;N/A;26.01.2026;Nein;Retardtablette;weder versrel noch verskri
16031474;2202515;LE2026000931;LE2026000298;Änderungsmeldung;08.12.2025;31.07.2026;10.03.2026;Produktionsproblem;Quetiapin Glenmark 50 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme in der Herstellung;N/A;N/A;26.01.2026;Nein;Retardtablette;weder versrel noch verskri
16031480;2202515;LE2026000931;LE2026000298;Änderungsmeldung;08.12.2025;31.07.2026;10.03.2026;Produktionsproblem;Quetiapin Glenmark 50 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme in der Herstellung;N/A;N/A;26.01.2026;Nein;Retardtablette;weder versrel noch verskri
16031563;2202517;LE2026000929;LE2024003689;Änderungsmeldung;30.09.2024;31.07.2026;10.03.2026;Produktionsproblem;Quetiapin Glenmark 200 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme in der Herstellung;N/A;N/A;07.10.2024;Nein;Retardtablette;weder versrel noch verskri
16031592;2202517;LE2026000929;LE2024003689;Änderungsmeldung;30.09.2024;31.07.2026;10.03.2026;Produktionsproblem;Quetiapin Glenmark 200 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme in der Herstellung;N/A;N/A;07.10.2024;Nein;Retardtablette;weder versrel noch verskri
16031617;2202518;LE2026000928;LE2025002900;Änderungsmeldung;14.07.2025;31.07.2026;10.03.2026;Produktionsproblem;Quetiapin Glenmark 300 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme in der Herstellung;N/A;N/A;12.08.2025;Nein;Retardtablette;weder versrel noch verskri
16031646;2202518;LE2026000928;LE2025002900;Änderungsmeldung;14.07.2025;31.07.2026;10.03.2026;Produktionsproblem;Quetiapin Glenmark 300 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme in der Herstellung;N/A;N/A;12.08.2025;Nein;Retardtablette;weder versrel noch verskri
16031669;2202519;LE2026000927;LE2024004195;Änderungsmeldung;16.10.2024;31.07.2026;10.03.2026;Produktionsproblem;Quetiapin Glenmark 400 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme in der Herstellung;N/A;N/A;19.11.2024;Nein;Retardtablette;weder versrel noch verskri
16031675;2202519;LE2026000927;LE2024004195;Änderungsmeldung;16.10.2024;31.07.2026;10.03.2026;Produktionsproblem;Quetiapin Glenmark 400 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme in der Herstellung;N/A;N/A;19.11.2024;Nein;Retardtablette;weder versrel noch verskri
14135488;2182175;LE2026000926;LE2024004199;Änderungsmeldung;17.10.2024;31.07.2026;10.03.2026;Produktionsproblem;Galantamin Glenmark 24 mg Hartkapseln, retardiert;N06DA04;Galantaminhydrobromid;nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme in der Herstellung;N/A;N/A;19.11.2024;Nein;Hartkapsel, retardiert;weder versrel noch verskri
14135494;2182175;LE2026000926;LE2024004199;Änderungsmeldung;17.10.2024;31.07.2026;10.03.2026;Produktionsproblem;Galantamin Glenmark 24 mg Hartkapseln, retardiert;N06DA04;Galantaminhydrobromid;nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme in der Herstellung;N/A;N/A;19.11.2024;Nein;Hartkapsel, retardiert;weder versrel noch verskri
14135502;2182175;LE2026000926;LE2024004199;Änderungsmeldung;17.10.2024;31.07.2026;10.03.2026;Produktionsproblem;Galantamin Glenmark 24 mg Hartkapseln, retardiert;N06DA04;Galantaminhydrobromid;nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme in der Herstellung;N/A;N/A;19.11.2024;Nein;Hartkapsel, retardiert;weder versrel noch verskri
14135459;2182174;LE2026000925;LE2024004198;Änderungsmeldung;02.10.2024;31.07.2026;10.03.2026;Produktionsproblem;Galantamin Glenmark 16 mg Hartkapseln, retardiert;N06DA04;Galantaminhydrobromid;nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme in der Herstellung;N/A;N/A;19.11.2024;Nein;Hartkapsel, retardiert;weder versrel noch verskri
14135465;2182174;LE2026000925;LE2024004198;Änderungsmeldung;02.10.2024;31.07.2026;10.03.2026;Produktionsproblem;Galantamin Glenmark 16 mg Hartkapseln, retardiert;N06DA04;Galantaminhydrobromid;nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme in der Herstellung;N/A;N/A;19.11.2024;Nein;Hartkapsel, retardiert;weder versrel noch verskri
14135471;2182174;LE2026000925;LE2024004198;Änderungsmeldung;02.10.2024;31.07.2026;10.03.2026;Produktionsproblem;Galantamin Glenmark 16 mg Hartkapseln, retardiert;N06DA04;Galantaminhydrobromid;nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme in der Herstellung;N/A;N/A;19.11.2024;Nein;Hartkapsel, retardiert;weder versrel noch verskri
10775794;2189383;LE2026000921;LE2023002181;Änderungsmeldung;25.05.2023;29.01.2027;10.03.2026;Produktionsproblem;Prednifluid 10 mg/ml Augentropfensuspension;S01BA04;Prednisolonacetat;nein;mibe GmbH Arzneimittel;0349542470;zulassung-sekretariat@mibegmbh.de;Probleme in der Herstellung;N/A;N/A;01.06.2023;Nein;Augentropfensuspension;weder versrel noch verskri
01276939;2150748;LE2026000919;N/A;Erstmeldung;13.02.2026;15.05.2026;09.03.2026;Sonstige;Dexahexal 8 mg;H02AB02;Dexamethasondihydrogenphosphat-Dinatrium (Ph.Eur.);nein;H e x a l  Aktiengesellschaft;N/A;service@hexal.com;Sonstige;N/A;Dexahexal 8 mg - Einreichungsnummer: 2150748;09.03.2026;Vorgesehen;Injektionslösung;verskri (auch versrel)
01276945;2150748;LE2026000919;N/A;Erstmeldung;13.02.2026;15.05.2026;09.03.2026;Sonstige;Dexahexal 8 mg;H02AB02;Dexamethasondihydrogenphosphat-Dinatrium (Ph.Eur.);nein;H e x a l  Aktiengesellschaft;N/A;service@hexal.com;Sonstige;N/A;Dexahexal 8 mg - Einreichungsnummer: 2150748;09.03.2026;Vorgesehen;Injektionslösung;verskri (auch versrel)
01276968;2150748;LE2026000919;N/A;Erstmeldung;13.02.2026;15.05.2026;09.03.2026;Sonstige;Dexahexal 8 mg;H02AB02;Dexamethasondihydrogenphosphat-Dinatrium (Ph.Eur.);nein;H e x a l  Aktiengesellschaft;N/A;service@hexal.com;Sonstige;N/A;Dexahexal 8 mg - Einreichungsnummer: 2150748;09.03.2026;Vorgesehen;Injektionslösung;verskri (auch versrel)
01276885;2150745;LE2026000918;N/A;Erstmeldung;12.02.2026;07.05.2026;09.03.2026;Sonstige;Dexahexal 4 mg;H02AB02;Dexamethasondihydrogenphosphat-Dinatrium (Ph.Eur.);nein;H e x a l  Aktiengesellschaft;N/A;service@hexal.com;Sonstige;N/A;Dexahexal 4 mg - Einreichungsnummer: 2150745;09.03.2026;Vorgesehen;Injektionslösung;verskri (auch versrel)
01276891;2150745;LE2026000918;N/A;Erstmeldung;12.02.2026;07.05.2026;09.03.2026;Sonstige;Dexahexal 4 mg;H02AB02;Dexamethasondihydrogenphosphat-Dinatrium (Ph.Eur.);nein;H e x a l  Aktiengesellschaft;N/A;service@hexal.com;Sonstige;N/A;Dexahexal 4 mg - Einreichungsnummer: 2150745;09.03.2026;Vorgesehen;Injektionslösung;verskri (auch versrel)
16851875;2158764;LE2026000914;N/A;Erstmeldung;13.02.2026;31.05.2026;09.03.2026;Sonstige;ClindaHEXAL 600 mg Filmtabletten;J01FF01;Clindamycinhydrochlorid;nein;H e x a l  Aktiengesellschaft;N/A;service@hexal.com;Sonstige;N/A;ClindaHEXAL 600 mg Filmtabletten - Einreichungsnummer: 2158764;09.03.2026;Vorgesehen;Filmtablette;versrel
16851881;2158764;LE2026000914;N/A;Erstmeldung;13.02.2026;31.05.2026;09.03.2026;Sonstige;ClindaHEXAL 600 mg Filmtabletten;J01FF01;Clindamycinhydrochlorid;nein;H e x a l  Aktiengesellschaft;N/A;service@hexal.com;Sonstige;N/A;ClindaHEXAL 600 mg Filmtabletten - Einreichungsnummer: 2158764;09.03.2026;Vorgesehen;Filmtablette;versrel
04904106;2126168;LE2026000910;LE2025003724;Änderungsmeldung;27.10.2025;01.04.2026;09.03.2026;Produktionsproblem;Sufenta mite;N01AH03;Sufentanilcitrat;ja;Piramal Critical Care B.V.;+49 151 44982803;iris.bruchmueller@piramal.com;Probleme in der Herstellung;Probleme bei der Herstellung bei DemoDEMO ELLAS S.A. in Kryoneri, GriechenlandEthniki Odo Athinon Lamias 21o Chlm 14568 Kryoneri+30 21 0816 1802;N/A;27.10.2025;Vorgesehen;Injektionslösung;weder versrel noch verskri
03389292;2703269;LE2026000894;N/A;Erstmeldung;03.03.2026;19.06.2026;06.03.2026;Sonstige;LYRICA 25 mg Hartkapseln - OP112(2x56);N03AX16;Pregabalin;ja;Upjohn EESV;0800-0700-800		;kundenservice@viatris.com		;Sonstige;N/A;LYRICA 25 mg Hartkapseln - OP100 - Einreichungsnummer: 2704946;06.03.2026;Nein;Hartkapsel;versrel
18094680;7015026;LE2026000887;N/A;Erstmeldung;16.03.2026;17.04.2026;05.03.2026;Produktionsproblem;Efmody;H02AB09;Hydrocortison;ja;Neurocrine Netherlands B.V.;+44 (0) 2920 682 069;regulatoryuk@diurnal.co.uk;Probleme in der Herstellung;Packing delay due to component issue;Efmody 10 mg Hartkapseln mit veränderter Wirkstofffreisetzung - Einreichungsnummer: 2715832;05.03.2026;Nein;Hartkapsel mit veränderter Wirkstofffreisetzung;weder versrel noch verskri
01016658;2137775;LE2026000884;LE2025003278;Änderungsmeldung;15.09.2025;28.05.2026;05.03.2026;Sonstige;Nitrendipin AbZ 20 mg Tabletten;C08CA08;Nitrendipin;nein;AbZ-Pharma GmbH;N/A;info@ratiopharm.de;Erhöhte Nachfrage;N/A;N/A;17.09.2025;Vorgesehen;Tablette;weder versrel noch verskri
09487452;2182715;LE2026000882;LE2025002275;Änderungsmeldung;30.06.2025;27.04.2026;05.03.2026;Sonstige;Ribavirin-ratiopharm 400 mg Filmtabletten;TERM_ID_NA_2090004158;Ribavirin;nein;ratiopharm GmbH;N/A;info@ratiopharm.de;Probleme beim Sonstigen Hersteller;N/A;N/A;02.07.2025;Vorgesehen;Filmtablette;verskri (auch versrel)
09487400;2182714;LE2026000881;LE2025001519;Änderungsmeldung;02.05.2025;27.04.2026;05.03.2026;Produktionsproblem;Ribavirin-ratiopharm 200 mg Filmtabletten;TERM_ID_NA_2090004158;Ribavirin;nein;ratiopharm GmbH;N/A;info@ratiopharm.de;Probleme in der Herstellung;N/A;N/A;05.05.2025;Vorgesehen;Filmtablette;verskri (auch versrel)
09487417;2182714;LE2026000881;LE2025001519;Änderungsmeldung;02.05.2025;27.04.2026;05.03.2026;Produktionsproblem;Ribavirin-ratiopharm 200 mg Filmtabletten;TERM_ID_NA_2090004158;Ribavirin;nein;ratiopharm GmbH;N/A;info@ratiopharm.de;Probleme in der Herstellung;N/A;N/A;05.05.2025;Vorgesehen;Filmtablette;verskri (auch versrel)
